customer_id,customer_code,first_name,last_name,gender,email,phone,city,state,country,postal_code,birth_date,signup_at,segment,is_active,opted_in_marketing
69,CUST-00069,Vivaan,Malhotra,Male,vivaan.malhotra.cust-00069@example.com,+91-8246095396,Kanpur,UP,India,988067,1967-09-06,2024-07-05 21:27:06,Premium,False,True
70,CUST-00070,Aditya,Das,Male,aditya.das.cust-00070@example.com,+91-7051531952,Howrah,WB,India,872217,1991-08-10,2023-11-22 10:59:17,Standard,True,True
71,CUST-00071,Aditya,Mishra,Male,aditya.mishra.cust-00071@example.com,+91-9305486874,Secunderabad,TS,India,641566,1977-02-22,2024-02-19 17:39:16,Standard,True,True
72,CUST-00072,Shivansh,Das,Other,shivansh.das.cust-00072@example.com,+91-8775841616,Kolkata,WB,India,547962,1976-03-10,2023-04-21 22:04:42,Standard,True,False
73,CUST-00073,Shivansh,Chopra,Other,shivansh.chopra.cust-00073@example.com,+91-9596401658,Jaipur,RJ,India,121355,1974-05-09,2025-08-04 06:02:59,Standard,True,True
74,CUST-00074,Ayaan,Pillai,Female,ayaan.pillai.cust-00074@example.com,+91-8755719285,Pune,MH,India,378681,1988-03-15,2023-09-23 20:30:40,Standard,True,False
75,CUST-00075,Aaradhya,Iyer,Other,aaradhya.iyer.cust-00075@example.com,+91-8947312172,Jaipur,RJ,India,618844,1999-12-07,2025-04-09 18:10:40,Platinum,True,True
76,CUST-00076,Isha,Khan,Female,isha.khan.cust-00076@example.com,+91-8132370589,Howrah,WB,India,246786,2001-12-06,2024-01-16 07:12:46,Premium,True,True
77,CUST-00077,Kunal,Pillai,Male,kunal.pillai.cust-00077@example.com,+91-8517785289,Nagpur,MH,India,924225,1971-07-30,2023-09-11 20:05:11,Standard,True,True
78,CUST-00078,Pari,Chopra,Male,pari.chopra.cust-00078@example.com,+91-7143842498,Surat,GJ,India,690010,2005-02-01,2024-12-19 02:18:35,Standard,True,False
79,CUST-00079,Riya,Iyer,Male,riya.iyer.cust-00079@example.com,+91-8969078447,Indore,MP,India,777359,1996-06-06,2024-08-12 11:07:27,Standard,True,False
80,CUST-00080,Krishna,Agarwal,Male,krishna.agarwal.cust-00080@example.com,+91-7625881537,Kolkata,WB,India,796325,1983-12-30,2024-02-24 08:23:03,Standard,True,False
81,CUST-00081,Riya,Agarwal,Other,riya.agarwal.cust-00081@example.com,+91-8787747016,Secunderabad,TS,India,897480,2001-01-07,2025-05-15 04:35:29,Standard,True,False
82,CUST-00082,Muhammad,Ghosh,Female,muhammad.ghosh.cust-00082@example.com,+91-7565060983,Mysuru,KA,India,221655,1985-11-21,2023-12-08 03:50:49,Standard,True,True
83,CUST-00083,Prisha,Chopra,Female,prisha.chopra.cust-00083@example.com,+91-8986800025,Mysuru,KA,India,626949,2006-08-04,2024-05-18 18:08:11,Standard,True,False
84,CUST-00084,Rohan,Malhotra,Female,rohan.malhotra.cust-00084@example.com,+91-6947055169,Surat,GJ,India,409728,1962-05-23,2023-03-28 21:31:04,Standard,True,True
85,CUST-00085,Shrishti,Das,Female,shrishti.das.cust-00085@example.com,+91-8091307562,Mysuru,KA,India,128385,1978-04-17,2023-12-22 19:31:51,Standard,True,True
86,CUST-00086,Saanvi,Malhotra,Male,saanvi.malhotra.cust-00086@example.com,+91-7278585497,Chennai,TN,India,543757,1982-02-11,2023-02-19 20:47:01,Standard,True,True
87,CUST-00087,Rudra,Mehta,Female,rudra.mehta.cust-00087@example.com,+91-7198665240,Noida,UP,India,438484,1967-02-02,2024-05-05 00:56:31,Platinum,True,True
88,CUST-00088,Atharv,Gupta,Other,atharv.gupta.cust-00088@example.com,+91-8308330165,Bhopal,MP,India,367734,2002-05-19,2024-09-15 04:30:26,Gold,True,True
89,CUST-00089,Kabir,Mishra,Female,kabir.mishra.cust-00089@example.com,+91-9193802620,Indore,MP,India,104991,2004-06-10,2024-02-20 22:06:12,Platinum,True,True
90,CUST-00090,Rohan,Mishra,Other,rohan.mishra.cust-00090@example.com,+91-6287431527,Jaipur,RJ,India,429668,1983-01-30,2023-04-13 19:41:24,Standard,True,True
91,CUST-00091,Kabir,Singh,Female,kabir.singh.cust-00091@example.com,+91-9227530463,Chennai,TN,India,630174,1983-12-14,2023-11-24 18:00:37,Standard,True,False
92,CUST-00092,Isha,Das,Female,isha.das.cust-00092@example.com,+91-7145933272,Surat,GJ,India,439187,1993-07-08,2025-05-31 02:00:17,Gold,True,True
93,CUST-00093,Navya,Chopra,Other,navya.chopra.cust-00093@example.com,+91-9088398225,Nagpur,MH,India,970728,1999-08-22,2024-05-03 20:02:30,Gold,True,True
94,CUST-00094,Kunal,Jain,Male,kunal.jain.cust-00094@example.com,+91-9874064039,Kanpur,UP,India,270462,1964-01-24,2023-11-27 07:17:31,Standard,False,True
95,CUST-00095,Atharv,Ghosh,Other,atharv.ghosh.cust-00095@example.com,+91-6766182512,Howrah,WB,India,147868,1995-04-06,2025-02-14 12:41:25,Standard,True,True
96,CUST-00096,Ayaan,Nair,Male,ayaan.nair.cust-00096@example.com,+91-6524310690,Delhi,DL,India,130673,1978-06-27,2024-09-06 14:13:34,Standard,False,True
97,CUST-00097,Anvi,Reddy,Female,anvi.reddy.cust-00097@example.com,+91-8843959953,Pune,MH,India,992687,1972-11-07,2024-12-13 19:14:13,Standard,True,False
98,CUST-00098,Vihaan,Chopra,Female,vihaan.chopra.cust-00098@example.com,+91-6856624628,Indore,MP,India,808668,1981-08-14,2023-08-10 22:38:20,Standard,True,False
99,CUST-00099,Navya,Patel,Male,navya.patel.cust-00099@example.com,+91-8435175183,Chennai,TN,India,498373,1984-01-31,2024-02-16 11:26:54,Gold,True,True
100,CUST-00100,Rohan,Mishra,Female,rohan.mishra.cust-00100@example.com,+91-8317393638,Mumbai,MH,India,687717,1985-05-24,2023-08-05 21:47:44,Standard,True,False
101,CUST-00101,Kabir,Reddy,Other,kabir.reddy.cust-00101@example.com,+91-7609320489,Howrah,WB,India,478547,1997-06-18,2024-01-19 02:56:23,Standard,True,True
102,CUST-00102,Kiara,Jain,Male,kiara.jain.cust-00102@example.com,+91-7228728080,Hyderabad,TS,India,220387,1964-05-08,2025-05-22 01:19:15,Standard,True,True
103,CUST-00103,Yash,Verma,Other,yash.verma.cust-00103@example.com,+91-6700886008,Bhopal,MP,India,721182,1984-08-24,2025-04-17 06:31:47,Premium,False,True
104,CUST-00104,Myra,Reddy,Other,myra.reddy.cust-00104@example.com,+91-7546156793,Bhopal,MP,India,116668,1980-04-05,2024-02-13 03:43:01,Gold,True,True
105,CUST-00105,Saanvi,Verma,Male,saanvi.verma.cust-00105@example.com,+91-9217659180,Indore,MP,India,114890,1978-12-19,2025-06-27 02:56:43,Platinum,True,True
106,CUST-00106,Aadhya,Agarwal,Female,aadhya.agarwal.cust-00106@example.com,+91-8926142939,Mumbai,MH,India,285016,1989-10-05,2024-10-27 13:10:14,Gold,True,True
107,CUST-00107,Pari,Singh,Female,pari.singh.cust-00107@example.com,+91-6504773586,Kolkata,WB,India,531142,1976-08-30,2025-06-25 11:41:03,Standard,True,True
108,CUST-00108,Ayaan,Patel,Male,ayaan.patel.cust-00108@example.com,+91-7511047541,Chennai,TN,India,201581,1967-10-31,2024-09-12 10:43:48,Standard,True,True
109,CUST-00109,Nisha,Roy,Male,nisha.roy.cust-00109@example.com,+91-6046618398,Kolkata,WB,India,226464,1994-02-26,2024-07-16 08:12:20,Standard,True,True
110,CUST-00110,Saanvi,Singh,Male,saanvi.singh.cust-00110@example.com,+91-7379937124,Howrah,WB,India,856924,1995-07-02,2023-12-07 16:52:13,Platinum,True,True
111,CUST-00111,Kabir,Roy,Female,kabir.roy.cust-00111@example.com,+91-6526547935,Secunderabad,TS,India,498280,1985-02-22,2023-08-03 21:22:52,Gold,True,True
112,CUST-00112,Dev,Reddy,Female,dev.reddy.cust-00112@example.com,+91-7167243426,Jaipur,RJ,India,968058,1966-08-20,2025-03-02 12:31:01,Premium,True,True
113,CUST-00113,Nisha,Singh,Male,nisha.singh.cust-00113@example.com,+91-8529096561,Bengaluru,KA,India,475679,1968-11-05,2025-02-05 15:36:14,Standard,True,True
114,CUST-00114,Aanya,Patel,Female,aanya.patel.cust-00114@example.com,+91-9714611254,Howrah,WB,India,875140,2000-11-06,2023-05-22 05:20:54,Standard,True,True
115,CUST-00115,Sai,Sharma,Female,sai.sharma.cust-00115@example.com,+91-9238282586,Kolkata,WB,India,760937,1980-10-19,2023-03-15 04:37:32,Standard,True,True
116,CUST-00116,Avni,Ghosh,Female,avni.ghosh.cust-00116@example.com,+91-9334191825,Chennai,TN,India,696969,1977-09-05,2023-06-20 08:00:57,Standard,True,True
117,CUST-00117,Sai,Chopra,Male,sai.chopra.cust-00117@example.com,+91-6924991251,Howrah,WB,India,792966,1987-05-25,2023-08-26 10:20:14,Standard,True,True
118,CUST-00118,Aadhya,Kapoor,Male,aadhya.kapoor.cust-00118@example.com,+91-8827422579,Indore,MP,India,987676,1992-03-17,2023-09-06 12:33:40,Standard,True,True
119,CUST-00119,Shivansh,Kapoor,Male,shivansh.kapoor.cust-00119@example.com,+91-9903404384,Hyderabad,TS,India,291485,2001-01-10,2024-10-17 19:15:51,Gold,True,True
120,CUST-00120,Anvi,Verma,Female,anvi.verma.cust-00120@example.com,+91-8613407451,Jaipur,RJ,India,696292,1970-07-13,2025-07-15 11:44:25,Platinum,True,True
121,CUST-00121,Diya,Reddy,Female,diya.reddy.cust-00121@example.com,+91-7849825449,Pune,MH,India,704223,2006-02-24,2023-04-09 16:29:04,Gold,True,True
122,CUST-00122,Krishna,Agarwal,Female,krishna.agarwal.cust-00122@example.com,+91-6729466711,Delhi,DL,India,859017,2006-04-04,2024-08-20 17:09:54,Standard,True,True
123,CUST-00123,Rudra,Singh,Other,rudra.singh.cust-00123@example.com,+91-6363745458,Lucknow,UP,India,101701,1971-09-19,2024-08-15 19:47:53,Platinum,True,True
124,CUST-00124,Isha,Jain,Male,isha.jain.cust-00124@example.com,+91-9632424154,Jaipur,RJ,India,536110,1993-05-11,2025-07-14 16:19:50,Platinum,True,True
125,CUST-00125,Diya,Kapoor,Other,diya.kapoor.cust-00125@example.com,+91-8938700516,Nagpur,MH,India,215542,1971-11-10,2024-12-28 02:09:52,Standard,True,True
126,CUST-00126,Ayaan,Patel,Other,ayaan.patel.cust-00126@example.com,+91-8189092753,Indore,MP,India,212196,1973-07-31,2025-04-01 22:48:45,Standard,True,True
127,CUST-00127,Rudra,Ghosh,Other,rudra.ghosh.cust-00127@example.com,+91-8341389994,Kolkata,WB,India,936403,1962-05-28,2024-01-26 13:23:51,Platinum,True,False
128,CUST-00128,Kiara,Das,Other,kiara.das.cust-00128@example.com,+91-8791805526,Bengaluru,KA,India,209104,1997-10-03,2025-05-09 09:45:22,Standard,True,True
129,CUST-00129,Diya,Verma,Other,diya.verma.cust-00129@example.com,+91-6848666188,Pune,MH,India,385691,1973-09-12,2023-01-18 20:02:36,Standard,False,True
130,CUST-00130,Ira,Ghosh,Other,ira.ghosh.cust-00130@example.com,+91-9316179904,Delhi,DL,India,858842,1975-10-04,2023-06-27 22:47:54,Standard,True,False
131,CUST-00131,Yash,Patel,Female,yash.patel.cust-00131@example.com,+91-9056481491,Noida,UP,India,624191,2000-11-01,2025-04-14 03:42:17,Standard,True,True
132,CUST-00132,Pari,Malhotra,Other,pari.malhotra.cust-00132@example.com,+91-9030756220,Mumbai,MH,India,519518,1997-08-15,2024-02-19 11:57:50,Standard,True,True
133,CUST-00133,Vihaan,Khan,Male,vihaan.khan.cust-00133@example.com,+91-9617445187,Delhi,DL,India,475973,1993-02-04,2024-06-12 10:39:39,Standard,True,True
134,CUST-00134,Anvi,Nair,Other,anvi.nair.cust-00134@example.com,+91-9603850506,Mysuru,KA,India,124103,1987-08-03,2023-06-23 06:57:59,Standard,True,True
135,CUST-00135,Navya,Ghosh,Male,navya.ghosh.cust-00135@example.com,+91-6191826199,Howrah,WB,India,665574,1999-01-09,2024-03-31 22:28:40,Premium,True,False
136,CUST-00136,Pari,Singh,Male,pari.singh.cust-00136@example.com,+91-8912127756,Secunderabad,TS,India,212490,1992-02-22,2024-11-06 09:13:24,Standard,True,False
137,CUST-00137,Diya,Agarwal,Female,diya.agarwal.cust-00137@example.com,+91-9356804420,Mysuru,KA,India,310032,2000-07-26,2023-09-03 16:32:54,Gold,True,True
138,CUST-00138,Ananya,Das,Male,ananya.das.cust-00138@example.com,+91-9994101372,Howrah,WB,India,767066,1989-09-29,2024-12-05 20:02:45,Standard,True,False
139,CUST-00139,Aadhya,Chopra,Other,aadhya.chopra.cust-00139@example.com,+91-8447209993,Secunderabad,TS,India,562638,1986-06-23,2023-01-06 00:59:38,Standard,True,False
140,CUST-00140,Myra,Mehta,Female,myra.mehta.cust-00140@example.com,+91-6578759856,Mumbai,MH,India,507859,1976-02-18,2024-02-14 03:51:19,Standard,True,True
141,CUST-00141,Pari,Khan,Male,pari.khan.cust-00141@example.com,+91-8348039652,Bengaluru,KA,India,159929,1981-03-22,2025-02-16 15:12:10,Standard,True,True
142,CUST-00142,Ananya,Kapoor,Other,ananya.kapoor.cust-00142@example.com,+91-7270103930,Lucknow,UP,India,625002,2002-11-18,2023-10-05 12:37:29,Standard,True,True
143,CUST-00143,Avni,Patel,Male,avni.patel.cust-00143@example.com,+91-7156915452,Bengaluru,KA,India,995392,1999-03-12,2025-02-27 15:44:40,Gold,True,False
144,CUST-00144,Ayaan,Mishra,Other,ayaan.mishra.cust-00144@example.com,+91-8209690295,Gurugram,HR,India,235521,1979-10-26,2023-06-15 07:16:58,Standard,True,False
145,CUST-00145,Rohan,Jain,Female,rohan.jain.cust-00145@example.com,+91-7331541006,Mumbai,MH,India,961793,1997-08-25,2024-04-08 14:49:41,Platinum,True,True
146,CUST-00146,Isha,Jain,Male,isha.jain.cust-00146@example.com,+91-9405411526,Nagpur,MH,India,806296,1966-09-23,2025-02-27 15:02:38,Platinum,True,False
147,CUST-00147,Isha,Verma,Male,isha.verma.cust-00147@example.com,+91-7336884443,Bengaluru,KA,India,606149,1964-06-14,2025-08-04 00:03:18,Standard,True,False
148,CUST-00148,Saanvi,Reddy,Female,saanvi.reddy.cust-00148@example.com,+91-9324171467,Bengaluru,KA,India,752704,1983-10-10,2023-11-05 23:56:36,Gold,True,True
149,CUST-00149,Shivansh,Jain,Other,shivansh.jain.cust-00149@example.com,+91-8490211586,Noida,UP,India,979374,1980-05-30,2023-08-26 10:15:39,Standard,True,True
150,CUST-00150,Reyansh,Das,Male,reyansh.das.cust-00150@example.com,+91-8172233206,Pune,MH,India,551168,1999-01-22,2024-08-03 20:31:07,Premium,True,True
151,CUST-00151,Om,Mehta,Male,om.mehta.cust-00151@example.com,+91-7870998616,Kolkata,WB,India,291485,1973-04-18,2023-09-08 22:59:04,Standard,True,True
152,CUST-00152,Kunal,Iyer,Other,kunal.iyer.cust-00152@example.com,+91-6997024629,Chennai,TN,India,174505,1996-01-15,2025-04-17 21:30:27,Standard,True,True
153,CUST-00153,Ira,Mishra,Other,ira.mishra.cust-00153@example.com,+91-6132475469,Noida,UP,India,885082,1968-01-04,2025-04-03 21:01:04,Standard,True,True
154,CUST-00154,Arjun,Mishra,Male,arjun.mishra.cust-00154@example.com,+91-6289023303,Surat,GJ,India,886103,2000-12-12,2023-01-01 21:19:18,Platinum,True,False
155,CUST-00155,Yash,Kapoor,Female,yash.kapoor.cust-00155@example.com,+91-6279855241,Bhopal,MP,India,433346,1962-06-18,2025-07-19 10:16:21,Standard,True,True
